Date,Close_Price
2023-01-01,100.99342830602247
2023-01-02,100.7168997036801
2023-01-03,102.01227677988147
2023-01-04,105.05833649269753
2023-01-05,104.59002974325085
2023-01-06,104.1217558293525
2023-01-07,107.28018146036729
2023-01-08,108.8150509186731
2023-01-09,107.87610214680319
2023-01-10,108.96122223397512
2023-01-11,108.0343868483502
2023-01-12,107.10292734120968
2023-01-13,107.58685188434175
2023-01-14,103.76029139502616
2023-01-15,100.31045573000009
2023-01-16,99.18588067151815
2023-01-17,97.1602184308493
2023-01-18,97.78871309603984
2023-01-19,95.97266494499742
2023-01-20,93.14805754232684
2023-01-21,96.07935508016995
2023-01-22,95.62780247919687
2023-01-23,95.76285888857272
2023-01-24,92.91336251614581
2023-01-25,91.82459706709545
2023-01-26,92.04644224651518
2023-01-27,89.74445509167057
2023-01-28,90.49585112836192
2023-01-29,89.29457374852431
2023-01-30,88.71118624893776
2023-01-31,87.50777302447896
2023-02-01,91.21232939349684
2023-02-02,91.18533494402097
2023-02-03,89.06991308610917
2023-02-04,90.71500291031555
2023-02-05,88.2733156103735
2023-02-06,88.69104280038302
2023-02-07,84.77170255262347
2023-02-08,82.1153304548266
2023-02-09,82.50905292656485
2023-02-10,83.98598608655567
2023-02-11,84.32872264893561
2023-02-12,84.09742608415914
2023-02-13,83.49521869298056
2023-02-14,80.5381747122457
2023-02-15,79.09848629545628
2023-02-16,78.1772087535367
2023-02-17,80.29145320597453
2023-02-18,80.97868978511146
2023-02-19,77.452609474386
2023-02-20,78.10077741317558
2023-02-21,77.33061285234295
2023-02-22,75.97676885173104
2023-02-23,77.20012142941277
2023-02-24,79.26212047440467
2023-02-25,81.12468071263706
2023-02-26,79.44624566619179
2023-02-27,78.82782091448937
2023-02-28,79.49034777729649
2023-03-01,81.44143803154121
2023-03-02,80.48308955585063
2023-03-03,80.11177160252299
2023-03-04,77.89910165451093
2023-03-05,75.5066884063496
2023-03-06,77.131740051138
2023-03-07,79.84422010827964
2023-03-08,79.70019986511898
2023-03-09,81.70726566090302
2023-03-10,82.4305377109983
2023-03-11,81.14029820178804
2023-03-12,81.86308941280487
2023-03-13,84.9391625457368
2023-03-14,84.8675104675169
2023-03-15,87.99679777914491
2023-03-16,82.75730757096542
2023-03-17,84.40111257971587
2023-03-18,84.57520671619221
2023-03-19,83.97719201526047
2023-03-20,84.16071356833149
2023-03-21,80.18557573912969
2023-03-22,79.74623196345468
2023-03-23,80.46045710647817
2023-03-24,83.4162451959612
2023-03-25,82.3797047594139
2023-03-26,80.76271755362752
2023-03-27,79.75920346645846
2023-03-28,81.5900077018626
2023-03-29,82.24750992118197
2023-03-30,81.18798951364789
2023-03-31,82.2145243798746
2023-04-01,82.40867947857069
2023-04-02,84.34596945963646
2023-04-03,82.94186327188176
2023-04-04,82.28653897868622
2023-04-05,81.50232267242191
2023-04-06,78.57529277615767
2023-04-07,79.16753333028682
2023-04-08,79.6896438746466
2023-04-09,79.69987078793152
2023-04-10,79.23069652118123
2023-04-11,76.39995503708039
2023-04-12,75.55866439154968
2023-04-13,74.87323535849615
2023-04-14,73.26868082005291
2023-04-15,72.94610939672089
